Instance,Evaluations,Best Fitness
instance_5_moderate.json,3450,375
instance_5_moderate.json,3500,375
instance_5_moderate.json,3550,375
instance_5_moderate.json,3600,375
instance_5_moderate.json,3650,375
instance_5_moderate.json,3700,375
instance_5_moderate.json,3750,375
instance_5_moderate.json,3800,375
instance_5_moderate.json,3850,375
instance_5_moderate.json,3900,375
instance_5_moderate.json,3950,375
instance_5_moderate.json,4000,375
instance_5_moderate.json,4050,375
instance_5_moderate.json,4100,375
instance_5_moderate.json,4150,375
instance_5_moderate.json,4200,375
instance_5_moderate.json,4250,375
instance_5_moderate.json,4300,375
instance_5_moderate.json,4350,375
instance_5_moderate.json,4400,375
instance_5_moderate.json,4450,375
instance_5_moderate.json,4500,375
instance_5_moderate.json,4550,375
instance_5_moderate.json,4600,375
instance_5_moderate.json,4650,375
instance_5_moderate.json,4700,375
instance_5_moderate.json,4750,375
instance_5_moderate.json,4800,375
instance_5_moderate.json,4850,375
instance_5_moderate.json,4900,375
instance_5_moderate.json,4950,375
instance_5_moderate.json,5000,375
instance_5_moderate.json,5050,375
instance_5_moderate.json,5100,375
instance_5_moderate.json,5150,375
instance_5_moderate.json,5200,375
instance_5_moderate.json,5250,375
instance_5_moderate.json,5300,375
instance_5_moderate.json,5350,375
instance_5_moderate.json,5400,375
instance_5_moderate.json,5450,375
instance_5_moderate.json,5500,375
instance_5_moderate.json,5550,375
instance_5_moderate.json,5600,375
instance_5_moderate.json,5650,375
instance_5_moderate.json,5700,375
instance_5_moderate.json,5750,375
instance_5_moderate.json,5800,375
instance_5_moderate.json,5850,375
instance_5_moderate.json,5900,375
instance_5_moderate.json,5950,375
instance_5_moderate.json,6000,375
instance_5_moderate.json,6050,375
instance_5_moderate.json,6100,375
instance_5_moderate.json,6150,375
instance_5_moderate.json,6200,375
instance_5_moderate.json,6250,375
instance_5_moderate.json,6300,375
instance_5_moderate.json,6350,375
instance_5_moderate.json,6400,375
instance_5_moderate.json,6450,375
instance_5_moderate.json,6500,375
instance_5_moderate.json,6550,375
instance_5_moderate.json,6600,375
instance_5_moderate.json,6650,375
instance_5_moderate.json,6700,375
instance_5_moderate.json,6750,375
instance_5_moderate.json,6800,375
instance_5_moderate.json,6850,375
instance_5_moderate.json,6900,375
instance_5_moderate.json,6950,375
instance_5_moderate.json,7000,375
instance_5_moderate.json,7050,375
instance_5_moderate.json,7100,375
instance_5_moderate.json,7150,375
instance_5_moderate.json,7200,375
instance_5_moderate.json,7250,375
instance_5_moderate.json,7300,375
instance_5_moderate.json,7350,375
instance_5_moderate.json,7400,375
instance_5_moderate.json,7450,375
instance_5_moderate.json,7500,375
instance_5_moderate.json,7550,375
instance_5_moderate.json,7600,375
instance_5_moderate.json,7650,375
instance_5_moderate.json,7700,375
instance_5_moderate.json,7750,375
instance_5_moderate.json,7800,375
instance_5_moderate.json,7850,375
instance_5_moderate.json,7900,375
instance_5_moderate.json,7950,375
instance_5_moderate.json,8000,375
instance_5_moderate.json,8050,375
instance_5_moderate.json,8100,375
instance_5_moderate.json,8150,375
instance_5_moderate.json,8200,375
instance_5_moderate.json,8250,375
instance_5_moderate.json,8300,375
instance_5_moderate.json,8350,375
instance_5_moderate.json,8400,375
instance_5_moderate.json,8450,375
instance_5_moderate.json,8500,375
instance_5_moderate.json,8550,375
instance_5_moderate.json,8600,375
instance_5_moderate.json,8650,375
instance_5_moderate.json,8700,375
instance_5_moderate.json,8750,375
instance_5_moderate.json,8800,375
instance_5_moderate.json,8850,375
instance_5_moderate.json,8900,375
instance_5_moderate.json,8950,375
instance_5_moderate.json,9000,375
instance_5_moderate.json,9050,375
instance_5_moderate.json,9100,375
instance_5_moderate.json,9150,375
instance_5_moderate.json,9200,375
instance_5_moderate.json,9250,375
instance_5_moderate.json,9300,375
instance_5_moderate.json,9350,375
instance_5_moderate.json,9400,375
instance_5_moderate.json,9450,375
instance_5_moderate.json,9500,375
instance_5_moderate.json,9550,375
instance_5_moderate.json,9600,375
instance_5_moderate.json,9650,375
instance_5_moderate.json,9700,375
instance_5_moderate.json,9750,375
instance_5_moderate.json,9800,375
instance_5_moderate.json,9850,375
instance_5_moderate.json,9900,375
instance_5_moderate.json,9950,375
instance_5_moderate.json,10000,375
