Instance,Evaluations,Best Fitness
instance_5_moderate.json,1850,380
instance_5_moderate.json,1900,380
instance_5_moderate.json,1950,380
instance_5_moderate.json,2000,380
instance_5_moderate.json,2050,380
instance_5_moderate.json,2100,380
instance_5_moderate.json,2150,380
instance_5_moderate.json,2200,380
instance_5_moderate.json,2250,380
instance_5_moderate.json,2300,380
instance_5_moderate.json,2350,380
instance_5_moderate.json,2400,380
instance_5_moderate.json,2450,380
instance_5_moderate.json,2500,380
instance_5_moderate.json,2550,380
instance_5_moderate.json,2600,380
instance_5_moderate.json,2650,380
instance_5_moderate.json,2700,380
instance_5_moderate.json,2750,380
instance_5_moderate.json,2800,380
instance_5_moderate.json,2850,380
instance_5_moderate.json,2900,380
instance_5_moderate.json,2950,380
instance_5_moderate.json,3000,380
instance_5_moderate.json,3050,380
instance_5_moderate.json,3100,380
instance_5_moderate.json,3150,380
instance_5_moderate.json,3200,380
instance_5_moderate.json,3250,380
instance_5_moderate.json,3300,380
instance_5_moderate.json,3350,380
instance_5_moderate.json,3400,380
instance_5_moderate.json,3450,380
instance_5_moderate.json,3500,380
instance_5_moderate.json,3550,380
instance_5_moderate.json,3600,380
instance_5_moderate.json,3650,380
instance_5_moderate.json,3700,380
instance_5_moderate.json,3750,380
instance_5_moderate.json,3800,380
instance_5_moderate.json,3850,380
instance_5_moderate.json,3900,380
instance_5_moderate.json,3950,380
instance_5_moderate.json,4000,380
instance_5_moderate.json,4050,380
instance_5_moderate.json,4100,380
instance_5_moderate.json,4150,380
instance_5_moderate.json,4200,380
instance_5_moderate.json,4250,380
instance_5_moderate.json,4300,380
instance_5_moderate.json,4350,380
instance_5_moderate.json,4400,380
instance_5_moderate.json,4450,380
instance_5_moderate.json,4500,380
instance_5_moderate.json,4550,380
instance_5_moderate.json,4600,380
instance_5_moderate.json,4650,380
instance_5_moderate.json,4700,380
instance_5_moderate.json,4750,380
instance_5_moderate.json,4800,380
instance_5_moderate.json,4850,380
instance_5_moderate.json,4900,380
instance_5_moderate.json,4950,380
instance_5_moderate.json,5000,380
instance_5_moderate.json,5050,380
instance_5_moderate.json,5100,380
instance_5_moderate.json,5150,380
instance_5_moderate.json,5200,380
instance_5_moderate.json,5250,380
instance_5_moderate.json,5300,380
instance_5_moderate.json,5350,380
instance_5_moderate.json,5400,380
instance_5_moderate.json,5450,380
instance_5_moderate.json,5500,380
instance_5_moderate.json,5550,380
instance_5_moderate.json,5600,380
instance_5_moderate.json,5650,380
instance_5_moderate.json,5700,380
instance_5_moderate.json,5750,380
instance_5_moderate.json,5800,380
instance_5_moderate.json,5850,380
instance_5_moderate.json,5900,380
instance_5_moderate.json,5950,380
instance_5_moderate.json,6000,380
instance_5_moderate.json,6050,380
instance_5_moderate.json,6100,380
instance_5_moderate.json,6150,380
instance_5_moderate.json,6200,380
instance_5_moderate.json,6250,380
instance_5_moderate.json,6300,380
instance_5_moderate.json,6350,380
instance_5_moderate.json,6400,380
instance_5_moderate.json,6450,380
instance_5_moderate.json,6500,380
instance_5_moderate.json,6550,380
instance_5_moderate.json,6600,380
instance_5_moderate.json,6650,380
instance_5_moderate.json,6700,380
instance_5_moderate.json,6750,380
instance_5_moderate.json,6800,380
instance_5_moderate.json,6850,380
instance_5_moderate.json,6900,380
instance_5_moderate.json,6950,380
instance_5_moderate.json,7000,380
instance_5_moderate.json,7050,380
instance_5_moderate.json,7100,380
instance_5_moderate.json,7150,380
instance_5_moderate.json,7200,380
instance_5_moderate.json,7250,380
instance_5_moderate.json,7300,380
instance_5_moderate.json,7350,380
instance_5_moderate.json,7400,380
instance_5_moderate.json,7450,380
instance_5_moderate.json,7500,380
instance_5_moderate.json,7550,380
instance_5_moderate.json,7600,380
